NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,93.2154396935977,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,102.061841229666,101.897363938607,101.510365053527,100.668767616079,99.1910519693201,96.9961612769543,94.1197281906364,90.696580953404,86.9211423663789,83.0029995923502,79.1321323857791,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,100.841934661846,101.790781342206,102.769921480587,103.559869183014,103.87166964671,103.431215912818,102.056359130161,99.7041515085967,96.4764326077814,92.5860071639271,88.2987958823251,83.8744706565294,79.5251406792631,75.3994895365723,71.5857930529238,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,93.9497862920325,95.9037298895079,98.0442201331313,100.327522119757,102.541440379262,104.352008094472,105.388857861202,105.341587210232,104.039140440252,101.49079629835,97.8783654788252,93.5035386674894,88.7092147479504,83.8032791222047,79.0110353305762,74.4667047358565,70.2336040099127,66.3310800494464,62.7510865546626,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84.8150908711523,87.6463539437034,90.8340163288271,94.3823719974172,98.1029123296299,101.634224865672,104.517081272767,106.298661674021,106.636643876033,105.377675085923,102.590905059995,98.5466282542187,93.6442541596015,88.3109890966689,82.9061032104483,77.6655516374642,72.7023168267026,68.0480300801008,63.702527542468,59.6634233775313,55.9291136789113,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,73.6763421697093,76.8463361903959,80.6365565313481,85.1205156324109,90.1622383039141,95.4028031475252,100.317426668551,104.317790650695,106.869252659627,107.598015670461,106.367459380157,103.305651668066,98.7728863999011,93.2720581951893,87.3243365001965,81.3509465264143,75.6059769167907,70.1835174031572,65.082186298185,60.280784297865,55.7836449371974,51.6237535143729,47.8386063828,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,62.0689236551343,64.8175193074623,68.4753747608791,73.2340385114438,79.0657307150997,85.6662426120993,92.4890270997587,98.8422796612852,104.010799308352,107.378142277611,108.533581870969,107.347364940369,103.995712262807,98.921734276375,92.7323987149539,86.0532983586837,79.3859864124317,73.0228731131787,67.0542786231764,61.4525624034602,56.1752652339294,51.2299480578774,46.6807177396984,42.6131493450656,39.0882879533565,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,51.7204764490716,53.2796865738058,55.9087289202471,59.9951386577998,65.7221893026533,72.9344998759415,81.1352533740878,89.58439906449,97.4295480656066,103.834292776199,108.097821126623,109.760850787557,108.682627480842,105.067748119235,99.4256823428367,92.4601958527675,84.9083423948069,77.3745332772806,70.2216814221825,63.5668261723188,57.3748572607871,51.586236976796,46.205063800173,41.3152496533587,37.0397027242592,33.4778648056093,30.6541406495597,NaN,NaN,NaN,NaN,NaN
