<<<<<<< HEAD
-0.070000,-0.070000,4.024636
-0.070000,-0.067500,2.032758
-0.070000,-0.065000,-0.085587
-0.070000,-0.062500,-2.279608
-0.070000,-0.060000,-4.492074
-0.070000,-0.057500,-6.665038
-0.070000,-0.055000,-8.748978
-0.070000,-0.052500,-10.712753
-0.070000,-0.050000,-12.549291
-0.070000,-0.047500,-14.273392
-0.070000,-0.045000,-15.913170
-0.070000,-0.042500,-17.500219
-0.070000,-0.040000,-19.062448
-0.070000,-0.037500,-20.620482
-0.070000,-0.035000,-22.186696
-0.070000,-0.032500,-23.765642
-0.070000,-0.030000,-25.355037
-0.070000,-0.027500,-26.946855
-0.070000,-0.025000,-28.528348
-0.070000,-0.022500,-30.082897
-0.070000,-0.020000,-31.590650
-0.070000,-0.017500,-33.028854
-0.070000,-0.015000,-34.371723
-0.070000,-0.012500,-35.589471
-0.070000,-0.010000,-36.645792
-0.070000,-0.007500,-37.492399
-0.070000,-0.005000,-38.058948
-0.070000,-0.002500,-38.241618
-0.070000,0.000000,-37.917776
-0.070000,0.002500,-37.028276
-0.070000,0.005000,-35.644454
-0.070000,0.007500,-33.900975
-0.070000,0.010000,-31.913386
-0.070000,0.012500,-29.763293
-0.070000,0.015000,-27.509643
-0.070000,0.017500,-25.198672
-0.070000,0.020000,-22.869234
-0.070000,0.022500,-20.555223
-0.070000,0.025000,-18.286436
-0.070000,0.027500,-16.088631
-0.070000,0.030000,-13.983126
-0.070000,0.032500,-11.986114
-0.070000,0.035000,-10.107778
-0.070000,0.037500,-8.351248
-0.070000,0.040000,-6.711513
-0.070000,0.042500,-5.174447
-0.070000,0.045000,-3.716444
-0.070000,0.047500,-2.305507
-0.070000,0.050000,-0.905065
-0.070000,0.052500,0.518505
-0.070000,0.055000,1.985604
-0.070000,0.057500,3.494467
-0.070000,0.060000,5.018803
-0.070000,0.062500,6.513616
-0.070000,0.065000,7.925456
-0.070000,0.067500,9.201823
-0.067500,-0.070000,2.159715
-0.067500,-0.067500,-0.056249
-0.067500,-0.065000,-2.392783
-0.067500,-0.062500,-4.789981
-0.067500,-0.060000,-7.175987
-0.067500,-0.057500,-9.473266
-0.067500,-0.055000,-11.612742
-0.067500,-0.052500,-13.552680
-0.067500,-0.050000,-15.290687
-0.067500,-0.047500,-16.858803
-0.067500,-0.045000,-18.306056
-0.067500,-0.042500,-19.681425
-0.067500,-0.040000,-21.024362
-0.067500,-0.037500,-22.362046
-0.067500,-0.035000,-23.710081
-0.067500,-0.032500,-25.074314
-0.067500,-0.030000,-26.452688
-0.067500,-0.027500,-27.836819
-0.067500,-0.025000,-29.213224
-0.067500,-0.022500,-30.564226
-0.067500,-0.020000,-31.868559
-0.067500,-0.017500,-33.101594
-0.067500,-0.015000,-34.235094
-0.067500,-0.012500,-35.236251
-0.067500,-0.010000,-36.065693
-0.067500,-0.007500,-36.674316
-0.067500,-0.005000,-37.000072
-0.067500,-0.002500,-36.969907
-0.067500,0.000000,-36.517550
-0.067500,0.002500,-35.618394
-0.067500,0.005000,-34.310071
-0.067500,0.007500,-32.671719
-0.067500,0.010000,-30.788934
-0.067500,0.012500,-28.735840
-0.067500,0.015000,-26.572994
-0.067500,0.017500,-24.350466
-0.067500,0.020000,-22.110880
-0.067500,0.022500,-19.891290
-0.067500,0.025000,-17.724045
-0.067500,0.027500,-15.636949
-0.067500,0.030000,-13.652959
-0.067500,0.032500,-11.789529
-0.067500,0.035000,-10.057653
-0.067500,0.037500,-8.460607
-0.067500,0.040000,-6.992348
-0.067500,0.042500,-5.635642
-0.067500,0.045000,-4.360254
-0.067500,0.047500,-3.122313
-0.067500,0.050000,-1.867254
-0.067500,0.052500,-0.539731
-0.067500,0.055000,0.898652
-0.067500,0.057500,2.451207
-0.067500,0.060000,4.080999
-0.067500,0.062500,5.723196
-0.067500,0.065000,7.304551
-0.067500,0.067500,8.757982
-0.065000,-0.070000,0.372477
-0.065000,-0.067500,-2.059700
-0.065000,-0.065000,-4.614406
-0.065000,-0.062500,-7.224449
-0.065000,-0.060000,-9.801653
-0.065000,-0.057500,-12.240241
-0.065000,-0.055000,-14.436861
-0.065000,-0.052500,-16.328799
-0.065000,-0.050000,-17.922966
-0.065000,-0.047500,-19.283469
-0.065000,-0.045000,-20.492495
-0.065000,-0.042500,-21.621089
-0.065000,-0.040000,-22.719763
-0.065000,-0.037500,-23.819905
-0.065000,-0.035000,-24.937942
-0.065000,-0.032500,-26.079106
-0.065000,-0.030000,-27.240214
-0.065000,-0.027500,-28.411607
-0.065000,-0.025000,-29.578485
-0.065000,-0.022500,-30.721812
-0.065000,-0.020000,-31.818882
-0.065000,-0.017500,-32.843546
-0.065000,-0.015000,-33.766067
-0.065000,-0.012500,-34.552564
-0.065000,-0.010000,-35.164069
-0.065000,-0.007500,-35.555681
-0.065000,-0.005000,-35.677228
-0.065000,-0.002500,-35.478337
-0.065000,0.000000,-34.920528
-0.065000,0.002500,-33.992982
-0.065000,0.005000,-32.720265
-0.065000,0.007500,-31.154442
-0.065000,0.010000,-29.359148
-0.065000,0.012500,-27.397337
-0.065000,0.015000,-25.326067
-0.065000,0.017500,-23.195694
-0.065000,0.020000,-21.050590
-0.065000,0.022500,-18.929969
-0.065000,0.025000,-16.868338
-0.065000,0.027500,-14.895555
-0.065000,0.030000,-13.036518
-0.065000,0.032500,-11.310547
-0.065000,0.035000,-9.730417
-0.065000,0.037500,-8.300983
-0.065000,0.040000,-7.017191
-0.065000,0.042500,-5.861251
-0.065000,0.045000,-4.798793
-0.065000,0.047500,-3.774653
-0.065000,0.050000,-2.711524
-0.065000,0.052500,-1.519770
-0.065000,0.055000,-0.127777
-0.065000,0.057500,1.477522
-0.065000,0.060000,3.237708
-0.065000,0.062500,5.052786
-0.065000,0.065000,6.820665
-0.065000,0.067500,8.457830
-0.062500,-0.070000,-1.279676
-0.062500,-0.067500,-3.912109
-0.062500,-0.065000,-6.678737
-0.062500,-0.062500,-9.510919
-0.062500,-0.060000,-12.307433
-0.062500,-0.057500,-14.925082
-0.062500,-0.055000,-17.196762
-0.062500,-0.052500,-19.011702
-0.062500,-0.050000,-20.398397
-0.062500,-0.047500,-21.486964
-0.062500,-0.045000,-22.411319
-0.062500,-0.042500,-23.265504
-0.062500,-0.040000,-24.105832
-0.062500,-0.037500,-24.962749
-0.062500,-0.035000,-25.849917
-0.062500,-0.032500,-26.769749
-0.062500,-0.030000,-27.716659
-0.062500,-0.027500,-28.679015
-0.062500,-0.025000,-29.640383
-0.062500,-0.022500,-30.580336
-0.062500,-0.020000,-31.474977
-0.062500,-0.017500,-32.297219
-0.062500,-0.015000,-33.016863
-0.062500,-0.012500,-33.600540
-0.062500,-0.010000,-34.011708
-0.062500,-0.007500,-34.211234
-0.062500,-0.005000,-34.159468
-0.062500,-0.002500,-33.820965
-0.062500,0.000000,-33.171992
-0.062500,0.002500,-32.208290
-0.062500,0.005000,-30.948456
-0.062500,0.007500,-29.430399
-0.062500,0.010000,-27.703417
-0.062500,0.012500,-25.820536
-0.062500,0.015000,-23.833641
-0.062500,0.017500,-21.791252
-0.062500,0.020000,-19.737825
-0.062500,0.022500,-17.713626
-0.062500,0.025000,-15.754685
-0.062500,0.027500,-13.892632
-0.062500,0.030000,-12.154328
-0.062500,0.032500,-10.561286
-0.062500,0.035000,-9.128799
-0.062500,0.037500,-7.864655
-0.062500,0.040000,-6.767119
-0.062500,0.042500,-5.821610
-0.062500,0.045000,-4.995031
-0.062500,0.047500,-4.226446
-0.062500,0.050000,-3.414929
-0.062500,0.052500,-2.417471
-0.062500,0.055000,-1.094265
-0.062500,0.057500,0.590084
-0.062500,0.060000,2.527577
-0.062500,0.062500,4.552485
-0.062500,0.065000,6.524273
-0.062500,0.067500,8.346274
-0.060000,-0.070000,-2.737466
-0.060000,-0.067500,-5.540685
-0.060000,-0.065000,-8.497783
